,journal,title,authors,abstract,cite,JEL,url,vol,doi,year
10,Journal of the European Economic Association,Early Stimulation and Nutrition: The Impacts of a Scalable Intervention,"['Orazio Attanasio', 'Helen Baker-Henningham', 'Raquel Bernal', 'Costas Meghir', 'Diana Pineda', 'Marta Rubio-Codina']","Early childhood development is becoming the focus of policy worldwide. However, the evidence on the effectiveness of scalable models is scant, particularly when it comes to infants in developing countries. In this paper, we describe and evaluate with a cluster-Randomized Controlled Trial an intervention designed to improve the quality of child stimulation within the context of an existing parenting program in Colombia, known as FAMI. The intervention improved children’s development by 0.16 of a standard deviation (SD) and children’s nutritional status, as reflected in a reduction of 5.8 percentage points of children whose height-for-age is below -1 SD.","Orazio Attanasio & Helen Baker-Henningham & Raquel Bernal & Costas Meghir & Diana Pineda & Marta Rubio-Codina, 2022. ""Early Stimulation and Nutrition: The Impacts of a Scalable Intervention,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1395-1432.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1395-1432..html,"20(4), pages 1395-1432.",10.1093/jeea/jvac005,2022
11,Journal of the European Economic Association,Priors Rule: When Do Malfeasance Revelations Help Or Hurt Incumbent Parties?,"['Eric Arias', 'Horacio Larreguy', 'John Marshall', 'Pablo Querubín']","Effective policy-making requires that voters avoid electing malfeasant politicians. However, informing voters of incumbent malfeasance in corrupt contexts may not reduce incumbent support. As our simple learning model shows, electoral sanctioning is limited where voters already believed incumbents to be malfeasant, while information’s effect on turnout is non-monotonic in the magnitude of reported malfeasance. We conducted a field experiment in Mexico that informed voters about malfeasant mayoral spending before municipal elections, to test whether these Bayesian predictions apply in a developing context where many voters are poorly informed. Consistent with voter learning, the intervention increased incumbent vote share where voters possessed unfavorable prior beliefs and when audit reports caused voters to favorably update their posterior beliefs about the incumbent’s malfeasance. Furthermore, we find that low and, especially, high malfeasance revelations increased turnout, while less surprising information reduced turnout. These results suggest that improved governance requires greater transparency and citizen expectations.","Eric Arias & Horacio Larreguy & John Marshall & Pablo Querubín, 2022. ""Priors Rule: When Do Malfeasance Revelations Help Or Hurt Incumbent Parties?,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1433-1477.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1433-1477..html,"20(4), pages 1433-1477.",10.1093/jeea/jvac015,2022
12,Journal of the European Economic Association,Matching in Cities,"['Wolfgang Dauth', 'Sebastian Findeisen', 'Enrico Moretti', 'Jens Suedekum']","Using administrative German data, we show that large cities allow for a more efficient matching between workers and firms and this has important consequences for geographical inequality. Specifically, the match between high-quality workers and high-quality plants is significantly tighter in large cities relative to small cities. Wages in large cities are higher not only because of the higher worker quality but also because of a stronger assortative matching. Strong assortative matching in large cities magnifies wage differences caused by worker sorting, and is a key factor in explaining the growth of geographical wage disparities over the last three decades.","Wolfgang Dauth & Sebastian Findeisen & Enrico Moretti & Jens Suedekum, 2022. ""Matching in Cities,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1478-1521.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1478-1521..html,"20(4), pages 1478-1521.",10.1093/jeea/jvac004,2022
13,Journal of the European Economic Association,"Term Structure, Forecast Revision, and the Signaling Channel of Monetary Policy",['Donghai Zhang'],"Monetary policy shocks affect interest rates at long horizons (10 years or more). Furthermore, the private sectorâs real GDP forecasts are revised upward in response to a monetary tightening. These facts challenge the prevailing theories in academic and policy circles. In this paper, I propose a micro-founded model to rationalize those facts, based on the signaling channel of monetary policy. I consider a framework where the central bank has private information about future economic conditions. Agents update their beliefs according to Bayes’ theorem. Policy actions play a signaling role, and may therefore rationalize the above empirical findings.","Donghai Zhang, 2022. ""Term Structure, Forecast Revision, and the Signaling Channel of Monetary Policy,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1522-1553.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1522-1553..html,"20(4), pages 1522-1553.",10.1093/jeea/jvac008,2022
14,Journal of the European Economic Association,Engineering Growth,"['William F Maloney', 'Felipe Valencia Caicedo']","This paper offers the first systematic historical evidence on the role of a central actor in modern growth theory: the engineer. We construct a database on the share of engineers in the labor force during the Second Industrial Revolution (1870–1914) at the county level for the United States and the state and national levels for the Americas. These measures are robustly correlated with income today after controlling for literacy, other types of higher-order human capital (college graduates, lawyers, physicians, patenting) and demand-side factors, as well as after instrumenting engineering using the 1862 US Land Grant Colleges program. Differences in engineering density in 1880 accounted for 10% of the higher US county incomes today, while national disparities in engineering density can explain approximately a quarter of the income divergence in the Americas. To document the mechanisms through which engineering density works, we show how it is correlated with higher rates of technology adoption and structural transformation across intermediate time periods and with numerous measures of the knowledge economy today.","William F Maloney & Felipe Valencia Caicedo, 2022. ""Engineering Growth,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1554-1594.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1554-1594..html,"20(4), pages 1554-1594.",10.1093/jeea/jvac014,2022
15,Journal of the European Economic Association,"Gender Differences in Tournament Choices: Risk Preferences, Overconfidence, or Competitiveness?",['Roel van Veldhuizen'],"A long line of laboratory experiments has found that women are less likely to sort into competitive environments. Although part of this effect may be explained by gender differences in risk attitudes and self-confidence, previous studies have attributed the majority of the gender gap to gender differences in a competitiveness trait. I re-examine this result using a novel experiment that allows me to separate competitiveness from alternative explanations using causal treatments. In contradiction to the main conclusion drawn in a long literature, my results imply that the entire gender gap is driven by gender differences in risk attitudes and self-confidence, which has implications for policy and research.","Roel van Veldhuizen, 2022. ""Gender Differences in Tournament Choices: Risk Preferences, Overconfidence, or Competitiveness?,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1595-1618.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1595-1618..html,"20(4), pages 1595-1618.",10.1093/jeea/jvac031,2022
16,Journal of the European Economic Association,Efficiency Under Endogenous Information Choice: A Price-Setting Application,"['Luis Gonzalo Llosa', 'Venky Venkateswaran']","Do private incentives to acquire information reflect the full social value of such information? We show that the answer to this question is typically negative in a canonical business cycle setting, where firms set prices under imperfect information about aggregate productivity. The wedge between private and social values of information is related to market power and ex-post inefficiencies in the use of information. The first reduces the private value of information (relative to its social value), while the second raises it. The overall sign of the inefficiency in information acquisition is therefore ambiguous. Implementing the informationally constrained efficient outcome requires a combination of fiscal and monetary policies—specifically, counter-cyclical revenue subsides as well as a monetary policy rule that targets a counter-cyclical aggregate price level.","Luis Gonzalo Llosa & Venky Venkateswaran, 2022. ""Efficiency Under Endogenous Information Choice: A Price-Setting Application,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1619-1646.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1619-1646..html,"20(4), pages 1619-1646.",10.1093/jeea/jvac010,2022
17,Journal of the European Economic Association,Productivity and the Welfare of Nations,"['Susanto Basu', 'Luigi Pascali', 'Fabio Schiantarelli', 'Luis Serven']","We show that the welfare of a country’s infinitely lived representative consumer is summarized, to a first order, by total factor productivity (TFP), appropriately defined, and by the capital stock per capita. The result holds for both closed and open economies, regardless of the type of production technology and the degree of product market competition. Welfare-relevant TFP needs to be constructed with prices and quantities as perceived by consumers, not firms. Thus, factor shares need to be calculated using after-tax wages and rental rates. We use these results to calculate welfare gaps and growth rates in a sample of developed countries with high-quality data on output, hours worked, and capital. We also present evidence for a broader sample that includes both developed and developing countries.","Susanto Basu & Luigi Pascali & Fabio Schiantarelli & Luis Serven, 2022. ""Productivity and the Welfare of Nations,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1647-1682.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1647-1682..html,"20(4), pages 1647-1682.",10.1093/jeea/jvac002,2022
18,Journal of the European Economic Association,Macroeconomic Effects of Delayed Capital Liquidation,['Wei Cui'],"This paper studies the macroeconomic effects of capital reallocation with financial shocks. I develop a model in which firms face borrowing constraints, idiosyncratic productivity shocks, and idiosyncratic liquidation costs. The idiosyncratic risks of productivity and liquidation costs generate an option value of staying in business and a liquidation delay for unproductive firms. A new feature arises from the delay. Unproductive firms that are not liquidated increase their leverage over time, pushing them to hit the borrowing limit. I show that adverse financial shocks that tighten borrowing constraints can raise the option value, and equilibrium effects can further delay capital liquidation and reallocation. Capital is thus persistently misallocated, leading to long-lasting economic contractions.","Wei Cui, 2022. ""Macroeconomic Effects of Delayed Capital Liquidation,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1683-1742.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1683-1742..html,"20(4), pages 1683-1742.",10.1093/jeea/jvac023,2022
19,Journal of the European Economic Association,The Effects of Fair Trade Certification: Evidence from Coffee Producers in Costa Rica,"['Raluca Dragusanu', 'Eduardo Montero', 'Nathan Nunn']","We study the effects of Fair Trade (FT) certification of coffee on producers and households in Costa Rica. Examining the production dynamics of all Costa Rican coffee mills from 1999 to 2014, we find that when global coffee prices are lower and the FT guaranteed minimum price is binding, FT certification is associated with a higher sales price, greater sales, and more revenues. We also find that certification reduces the probability of a mill closing down and exiting the industry. Looking at households, we find that certification is associated with higher incomes for farm owners. Part of this is due to a transfer of income from intermediaries whose incomes decrease due to FT. We find no effect of FT on unskilled workers, who are the more disadvantaged group within the coffee sector.","Raluca Dragusanu & Eduardo Montero & Nathan Nunn, 2022. ""The Effects of Fair Trade Certification: Evidence from Coffee Producers in Costa Rica,"" Journal of the European Economic Association, European Economic Association, vol. 20(4), pages 1743-1790.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i4p1743-1790..html,"20(4), pages 1743-1790.",10.1093/jeea/jvac026,2022
20,Journal of the European Economic Association,"Can Good Products Drive Out Bad? A Randomized Intervention in the Antimalarial Medicine Market in Uganda[Learning, Misallocation, and Technology Adoption: Evidence from New Malaria Therapy in Tanzania]","['Martina Björkman Nyqvist', 'Jakob Svensson', 'David Yanagizawa-Drott']","How can quality be improved in markets in developing countries, which are known to be plagued by substandard and counterfeit (“fake”, in short) products? We study the market for antimalarial drugs in Uganda, where we randomly assign entry of a retailer (non-governmental organization (NGO)) providing a superior product—an authentic drug priced below the market—and investigate how incumbent firms and consumers respond. We find that the presence of the NGO had economically important effects. Approximately one year after the new market actor entered, the share of incumbent firms selling fake drugs dropped by more than 50% in the intervention villages, with higher quality drugs sold at significantly lower prices. Household survey evidence further shows that the quality improvements were accompanied by consumers expecting fewer fake drugs sold by drug stores. The intervention increased use of the antimalarial drugs overall. The results are consistent with a simple model where the presence of a seller committed to high quality, as opposed to an average firm, strengthens reputational incentives for competing firms to improve quality in order to not be forced out of the market, leading to “good driving out bad”.","Martina Björkman Nyqvist & Jakob Svensson & David Yanagizawa-Drott, 2022. ""Can Good Products Drive Out Bad? A Randomized Intervention in the Antimalarial Medicine Market in Uganda [Learning, Misallocation, and Technology Adoption: Evidence from New Malaria Therapy in Tanz,"" Journal of the European Economic Association, European Economic Association, vol. 20(3), pages 957-1000.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i3p957-1000..html,"20(3), pages 957-1000.",10.1093/jeea/jvab053,2022
21,Journal of the European Economic Association,Can Simple Psychological Interventions Increase Preventive Health Investment?[Fostering Patience in the Classroom: Results from a Randomized Educational Intervention],"['Anett John', 'Kate Orkin']","Behavioral constraints may explain part of the low demand for preventive health products. We test the effects of two light-touch psychological interventions on water chlorination and related health and economic outcomes using a randomized controlled trial among 3,750 women in rural Kenya. One intervention encourages participants to visualize alternative realizations of the future, and the other builds participants’ ability to make concrete plans. After 12 weeks, visualization increases objectively measured chlorination, reduces diarrhea episodes among children, and increases savings. Effects on chlorination and savings persist after almost 3 years. Effects of the planning intervention are weaker and largely insignificant. Analysis of mechanisms suggests both interventions increase self-efficacy—beliefs about one’s ability to achieve desired outcomes. Visualization also increases participants’ skill in forecasting their future utility. The interventions do not differentially affect beliefs and knowledge about chlorination. Results suggest simple psychological interventions can increase future-oriented behaviors, including use of preventive health technologies.","Anett John & Kate Orkin, 2022. ""Can Simple Psychological Interventions Increase Preventive Health Investment? [Fostering Patience in the Classroom: Results from a Randomized Educational Intervention],"" Journal of the European Economic Association, European Economic Association, vol. 20(3), pages 1001-1047.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i3p1001-1047..html,"20(3), pages 1001-1047.",10.1093/jeea/jvab052,2022
22,Journal of the European Economic Association,The Effect of Pension Subsidies on the Retirement Timing of Older Women[“Estimating Intensive and Extensive Tax Responsiveness.”],['Han Ye'],"I estimate the effect of additional pension benefits on women’s retirement decisions by examining a German pension subsidy program. The subsidies have a kinked relationship with the recipients’ past pension contributions, creating a sharply different slope of benefits for similar women on either side of the kink point. I find that a 100 euro increase in the monthly benefit induces female recipients to claim their pensions six months earlier. Recipients also adjust their labor supply by using unemployment insurance as a stepping stone to retirement and by reducing the time spent in marginal employment. A back-of-the-envelope calculation suggests that the ratio of behavioral to mechanical costs for this subsidy program is 0.25, which is smaller than that of many other income support programs. (JEL: H55, J18, J21, J26)","Han Ye, 2022. ""The Effect of Pension Subsidies on the Retirement Timing of Older Women [“Estimating Intensive and Extensive Tax Responsiveness.”],"" Journal of the European Economic Association, European Economic Association, vol. 20(3), pages 1048-1094.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i3p1048-1094..html,"20(3), pages 1048-1094.",10.1093/jeea/jvab051,2022
23,Journal of the European Economic Association,Debauchery and Original Sin: The Currency Composition of Sovereign Debt[Toward a Theory of Discounted Repeated Games with Imperfect Monitoring],"['Charles Engel', 'JungJae Park']","We present a model that accounts for the “mystery of original sin” and the surge in local-currency borrowing by emerging economies in the recent decade. We quantitatively investigate the currency composition of sovereign debt in the presence of two types of limited enforcement frictions arising from a government's monetary and debt policy: strategic currency debasement and default on sovereign debt. Local-currency debt obligations act as a better consumption hedge against income shocks than foreign-currency debt because their real value can be affected by monetary policy. However, this provides a government with more temptation to deviate from disciplined monetary policy, thus restricting borrowing in local currency more than in foreign currency. Our model predicts that a country with a less credible monetary policy borrows mainly in foreign currency as a substitute for monetary credibility. An important extension demonstrates that in the presence of an expectational Phillips curve, local-currency debt improves the ability of monetary policymakers to commit.","Charles Engel & JungJae Park, 2022. ""Debauchery and Original Sin: The Currency Composition of Sovereign Debt [Toward a Theory of Discounted Repeated Games with Imperfect Monitoring],"" Journal of the European Economic Association, European Economic Association, vol. 20(3), pages 1095-1144.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i3p1095-1144..html,"20(3), pages 1095-1144.",10.1093/jeea/jvac009,2022
24,Journal of the European Economic Association,"Climate Change, Inequality, and Human Migration[“The Economic Costs of Conflict: A Case Study of the Basque Country.”]","['Michał Burzyński', 'Christoph Deuster', 'Frédéric Docquier', 'Jaime de Melo']","This paper investigates the long-term implications of climate change on global migration and inequality. Accounting for the effects of changing temperatures, sea levels, and the frequency and intensity of natural disasters, we model the impact of climate change on productivity and utility in a dynamic general equilibrium framework. By endogenizing people’s migration decisions across millions ofkm spatial cells, our approach sheds light on the magnitude and dyadic, education-specific structure of human migration induced by global warming. We find that climate change strongly intensifies global inequality and poverty, reinforces urbanization, and boosts migration from low- to high-latitude areas. Median projections suggest that climate change will induce a voluntary and a forced permanent relocation of 62 million working-age individuals over the course of the 21st century. Overall, under current international migration laws and policies, only a small fraction of people suffering from the negative effects of climate change manages to move beyond their homelands. We conclude that it is unlikely that climate shocks will induce massive international flows of migrants, except under combined extremely pessimistic climate scenarios and highly permissive migration policies. In contrast, poverty resulting from climate change is a real threat to all of us.","Michał Burzyński & Christoph Deuster & Frédéric Docquier & Jaime de Melo, 2022. ""Climate Change, Inequality, and Human Migration [“The Economic Costs of Conflict: A Case Study of the Basque Country.”],"" Journal of the European Economic Association, European Economic Association, vol. 20(3), pages 1145-1197.",N\A,https://ideas.repec.org/a/oup/jeurec/v20y2022i3p1145-1197..html,"20(3), pages 1145-1197.",10.1093/jeea/jvab054,2022
